Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,Rural Versus Urban,CCN Facility Type,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Net Patient Revenue,Net Income,Wage-Related Costs (Core),Total Salaries (adjusted),CON,Urban,Inpatient %,Outpatient %,Charity %,Uncompensated %,Rev/Discharge,Rev Per Bed,Rev Per Bed Days,Discharges Per Bed,Discharges Per Bed Days,Discharge/FTE,Net Income %,Net Income Score,Labor %,Overhead %,Depreciation %,LbrExp/FTE,Overhead Exp Per Bed
110050,MURRAY MEDICAL CENTER,707 OLDS ELLIJAY HIGHWAY,CHATSWORTH,GA,30705,U,STH,10/01/2014,04/30/2015,119.82,29.0,6148.0,234.0,5320902.0,-1003149.0,639892.0,2872153.0,1.0,1.0,0.1169875653847948,0.8830124346152052,0.003256590705861525,0.003256590705861525,22738.897435897437,183479.37931034484,865.4687703318152,8.068965517241379,0.03806115810019518,8.068965517241379,-0.1885298770772324,3,0.6600469243748522,0.7459246571352001,0.13871501486026241,29311.00817893507,136861.7931034483
420016,SOUTHERN PALMETTO HOSPITAL,811 REYNOLDS ROAD,BARNWELL,SC,29812,R,STH,01/01/2015,12/31/2015,121.03,10.0,3650.0,300.0,7181260.0,-1158997.0,754669.0,5636910.0,1.0,0.0,0.1726846235950383,0.8273153764049617,0.012981426657717447,0.012981426657717447,23937.533333333333,718126.0,1967.468493150685,30.0,0.0821917808219178,30.0,-0.16139187273542527,3,0.89003587114239,0.7460055756232193,0.16989943269008503,52809.873585061556,535726.0
141316,HOOPESTON COMMUNITY MEMORIAL HOSPITA,701 EAST ORANGE,HOOPSETON,IL,60942,R,CAH,01/01/2015,12/31/2015,139.71,22.0,8030.0,425.0,46121442.0,-5581093.0,4082246.0,14238070.0,1.0,0.0,0.07448901241909348,0.9255109875809066,0.05346415664974222,0.05346415664974222,108521.04,2096429.1818181819,5743.641594022416,19.318181818181817,0.05292652552926526,19.318181818181817,-0.12100864062316179,3,0.3972190635323154,0.8243007016129288,0.08877814358015952,131131.02855915824,1728088.0454545454
210065,HOLY CROSS GERMANTOWN HOSPITAL,19801 OBSERVATION DRIVE,GERMANTOWN,MD,20876,U,STH,10/01/2014,06/30/2015,507.08,93.0,25389.0,2600.0,36159757.0,-25330009.0,4757644.0,24938082.0,1.0,1.0,0.6638890976964242,0.3361109023035757,0.036974197586560106,0.036974197586560106,13907.598846153845,388814.59139784944,1424.229272519595,27.956989247311828,0.10240655401945725,27.956989247311828,-0.7005027439758514,3,0.8212368794403127,1.028337358572404,0.22764229306076367,58562.21109095212,399832.5698924731
450253,BELLVILLE GENERAL HOSPITAL,44 NORTH CUMMINGS,BELLVILLE,TX,77418-,U,STH,01/01/2015,06/30/2015,73.5,32.0,5792.0,75.0,8138212.0,2492688.0,454508.0,2224029.0,0.0,1.0,0.0741162401490361,0.9258837598509639,0.0008301577791288799,0.0008301577791288799,108509.49333333333,254319.125,1405.0780386740332,2.34375,0.01294889502762431,2.34375,0.3062943064152175,1,0.329130895090961,0.44136218127519905,0.031040970670216012,36442.680272108846,112246.84375
191321,LALLIE KEMP REG. MEDICAL CENTER,5279 HIGHWAY 51 SOUTH,INDEPENDENCE,LA,70443,R,CAH,07/01/2015,06/30/2016,357.86,24.0,21963.0,787.0,59646752.0,22904688.0,7920314.0,16966186.0,1.0,0.0,0.15852078584262225,0.8414792141573778,0.29516841084657885,0.29516841084657885,75790.02795425667,2485281.3333333335,2715.7834539908026,32.791666666666664,0.03583299184992943,32.791666666666664,0.3840056202892657,1,0.41723143617275255,0.33154995598083864,0.008085871968351269,69542.55854244676,823994.9166666666
450451,GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,GLEN ROSE,TX,76043-,R,STH,10/01/2014,09/30/2015,164.01,16.0,5840.0,551.0,11698990.0,462490.0,1857498.0,9463909.0,0.0,0.0,0.23707365772089325,0.7629263422791067,0.004518424240041234,0.004518424240041234,21232.28675136116,731186.875,2003.251712328767,34.4375,0.09434931506849314,34.4375,0.03953247246129794,2,0.9677251625995065,0.7579397024871378,0.1971993308824095,69028.7604414365,554195.5625
231308,MUNISING MEMORIAL HOSPITAL,1500 SAND POINT ROAD,MUNISING,MI,49682,R,CAH,04/01/2015,03/31/2016,74.87,11.0,4026.0,69.0,7857957.0,1078575.0,604136.0,4253219.0,1.0,0.0,0.026367325344523608,0.9736326746554764,0.0016389756268709538,0.0016389756268709538,113883.43478260869,714359.7272727273,1951.8025335320417,6.2727272727272725,0.01713859910581222,6.2727272727272725,0.13725895929438148,1,0.6181447671449462,0.6865200458592482,0.11579154734493965,64877.187124348864,490422.2727272727
161305,POCAHONTAS COMMUNITY HOSPITAL,606 NW 7TH STREET,POCAHONTAS,IA,50574-,R,CAH,07/01/2015,06/30/2016,72.86,25.0,9150.0,141.0,9806789.0,-108859.0,894727.0,3743193.0,1.0,0.0,0.1223250051661118,0.8776749948338882,0.0011898899833574475,0.0011898899833574475,69551.69503546099,392271.56,1071.780218579235,5.64,0.01540983606557377,5.64,-0.011100371385577889,2,0.4729295185202822,0.696974820198538,0.07141471076822394,63655.229206697775,273403.4
461305,MILFORD VALLEY HEALTHCARE SERVICES,850 NORTH MAIN STREET,MILFORD,UT,84751,R,CAH,01/01/2015,12/31/2015,33.88,25.0,9125.0,32.0,2266375.0,-771624.0,317122.0,1434007.0,0.0,0.0,0.4724403397411713,0.5275596602588287,0.03076013457614031,0.03076013457614031,70824.21875,90655.0,248.36986301369862,1.28,0.0035068493150684932,1.28,-0.3404661629253764,3,0.7726563344548012,0.9565027852848712,0.32214968837901936,51686.2160566706,86711.76
